amount,transaction_freq_24h,account_age_days,is_weekend,is_fraud
168.9896777486126,4,164,1,0
122.70959073870446,2,424,1,0
130.5662908787999,2,798,0,0
147.52145260435134,1,102,1,0
7.692926551379635,0,983,0,0
44.38926724162325,2,267,1,0
12.315010460444965,2,636,0,0
198.85295716582226,1,153,0,0
97.63011917123741,5,429,0,0
40.1818801251301,7,691,1,0
6.566806580478289,2,427,0,0
37.24883504103537,2,578,1,0
39.331421318413135,2,611,0,0
130.7875783957741,1,943,0,0
101.488935892602,2,536,0,0
218.22519124015147,2,333,0,0
63.90661333763098,5,761,1,0
12.73723936155019,0,677,1,0
124.91263443165994,3,896,0,0
143.0392753076864,2,440,1,0
82.38874948858287,5,606,1,0
147.38899667213644,3,971,0,0
68.0814731510278,5,855,1,0
73.9678838777267,6,124,1,0
55.781419390842736,3,302,0,0
2.574777399011373,5,668,1,0
11.416743519186584,2,349,0,0
3.1933681293053824,0,249,1,0
101.17295509275495,6,948,0,0
37.73967087950999,5,271,1,0
71.04371771341901,3,429,1,0
238.12655298459754,6,570,1,0
28.673882298329833,3,707,1,0
52.82819748826726,1,713,1,0
140.87491475385835,0,584,0,0
25.980515691739402,2,247,1,0
8.010427855017637,2,481,0,0
34.21403038870571,4,98,0,0
17.580835850006284,5,329,1,0
265.4950085880625,1,593,0,0
165.08870804845694,4,425,1,0
100.34941905205311,3,577,1,0
205.1519730520813,2,424,1,0
162.79689407405564,3,5,1,0
20.649547635863907,2,990,0,0
223.0813405235561,3,459,1,0
77.5099901966172,5,796,1,0
164.73482913035662,2,806,1,0
226.42426492862313,5,593,0,0
38.27307164183185,1,498,0,0
11.659216012385084,0,87,0,0
25.868674613938136,4,402,0,0
55.70576927486144,6,293,1,0
170.3829726638945,4,923,0,0
197.13449718798333,3,281,0,0
0.6976409181650647,5,197,0,0
71.48761593385558,2,764,0,0
54.02733209186713,2,83,1,0
25.11673382758245,2,27,1,0
12.768039154564681,4,845,0,0
41.190857986243245,3,694,0,0
286.31211226911495,5,135,1,0
39.03838028814744,2,90,1,0
73.1452805760152,2,206,1,0
121.40869768808548,3,27,1,0
45.197449896696234,3,378,0,0
356.77981382916994,4,571,0,0
328.2009864541398,1,584,1,0
29.006129499220528,0,415,0,0
68.76592784638473,1,227,0,0
35.79304600790468,4,603,0,0
33.52496763810817,3,68,1,0
3.758447776552253,4,362,1,0
94.04920709825932,1,260,1,0
69.85196328296385,5,658,1,0
5.285108738039248,3,63,0,0
32.662592101036935,4,855,1,0
238.88609510893403,4,992,1,0
27.386055214207705,4,972,0,0
15.653086098546975,1,692,1,0
67.22721094736363,4,980,0,0
424.40369826152596,3,623,1,0
27.71448135597262,2,703,0,0
111.51550102972934,5,941,0,0
143.3887626239463,4,908,0,0
27.133317233580577,3,392,0,0
130.2748928492316,4,246,1,0
45.8522799264304,4,278,0,0
100.05037477317713,3,347,0,0
100.38378271376382,1,937,1,0
76.73852499523488,2,372,0,0
9.462915881162095,0,809,0,0
180.3644794246297,4,849,1,0
38.68102936673966,1,123,1,0
20.643210660755653,5,57,1,0
4.1629759794345205,1,160,0,0
89.37784045945834,4,127,0,0
113.18517342673489,1,737,1,0
1.672694755847062,6,607,1,0
71.76305845494883,4,311,1,0
25.682414705495766,1,518,0,0
103.61243415476919,3,935,0,0
19.160422253913374,3,265,1,0
117.4212527567719,4,746,0,0
48.89587009811018,2,288,0,0
276.0343817804307,4,420,0,0
14.794441343927895,3,896,1,0
41.713243399517175,3,528,1,0
12.044428503699642,2,140,0,0
258.61903971507235,4,809,1,0
209.8333707160994,3,707,0,0
29.83273700614889,1,698,0,0
107.87627390439145,1,987,1,0
169.94840726392212,2,475,1,0
81.01323606865081,2,905,1,0
75.42794101939461,1,637,0,0
27.687704543790314,6,529,1,0
9.772614047494073,2,878,0,0
227.51232251945228,5,389,0,0
230.67744276484268,7,511,0,0
100.26699194828848,5,538,0,0
41.40465098113239,4,213,0,0
42.95676158116439,3,897,1,0
129.4465429727118,4,513,0,0
227.40973491072523,1,803,0,0
218.1132569396613,2,265,1,0
151.3562191930903,4,343,0,0
102.7310693567705,1,38,1,0
8.789172619608406,4,233,0,0
17.62942146834115,6,260,1,0
228.82305001775057,3,308,1,0
93.24939469655895,1,403,1,0
0.9239605610994409,2,997,1,0
10.699690143594932,4,261,1,0
108.9162387290241,3,476,0,0
0.5074437051797003,1,750,1,0
17.531581610419906,7,106,1,0
79.56978461389316,2,247,1,0
117.73152866548126,5,304,0,0
105.54414821352486,6,343,1,0
25.39498673080245,1,447,0,0
124.54172888985389,0,38,0,0
27.082375905280593,2,820,1,0
39.363490891808446,3,855,0,0
137.23575516657905,5,46,0,0
104.87738143027681,0,722,0,0
189.1956077463401,0,605,0,0
107.18132881697625,3,220,0,0
84.00443055872574,4,256,1,0
9.835706144841048,3,137,0,0
45.84163072070201,4,231,0,0
30.816014785883116,3,818,0,0
27.970020366242128,5,714,0,0
361.23094061629257,6,578,0,0
49.938749704002376,3,973,1,0
222.6055211248523,4,38,0,0
99.73343857364831,1,155,0,0
158.38252526883997,3,503,0,0
69.84353243887705,3,105,1,0
86.0155902641585,2,255,1,0
67.82934333416935,4,404,1,0
21.72148953252385,3,488,0,0
128.1761803065804,5,958,0,0
32.957736836626296,3,458,0,0
2.4616481080688613,3,528,0,0
103.69687862952739,2,591,0,0
19.493357022482268,0,525,0,0
282.1083147273303,4,370,0,0
307.75624127880235,3,102,0,0
246.35098846338414,2,916,0,0
46.228739649736674,4,664,0,0
1.5577315371944382,6,690,0,0
263.552345733189,4,903,1,0
55.89382770530613,4,599,1,0
340.0842016122056,2,600,1,0
331.37354761302055,1,541,1,0
191.7387017179419,1,512,0,0
34.87760681721603,1,389,1,0
48.62919320986936,4,363,1,0
190.47266524780798,3,931,1,0
38.11462314307171,4,833,1,0
18.57186162957548,4,612,1,0
81.37369920602278,2,115,0,0
275.1293470807042,6,722,1,0
119.08255977579371,3,966,1,0
84.41123364356555,1,343,0,0
10.222819734932289,3,74,1,0
95.45307155177177,2,135,0,0
461.05697478463173,2,940,0,0
15.092058664226416,3,968,0,0
73.04953249815037,3,781,0,0
209.86086379007943,3,862,1,0
135.003424835367,3,978,1,0
119.4074425301673,6,590,0,0
121.22875562244899,6,971,1,0
44.549234231494914,3,380,0,0
34.75620842670952,3,490,1,0
165.73745072597123,3,125,1,0
166.13281990870288,2,38,0,0
201.7950047367915,3,781,1,0
244.46159618366363,3,310,0,0
71.60932369329038,3,106,0,0
69.61843775511993,1,556,1,0
160.09499323084876,4,225,1,0
104.97190748878002,1,242,0,0
121.0550648511517,4,397,0,0
158.86194749542048,2,153,1,0
220.7323476346767,2,536,1,0
41.24824071376542,5,636,1,0
47.09367887275563,4,797,1,0
9.869603918736056,1,996,0,0
86.34140266094347,1,966,1,0
3.6604104210857,5,402,1,0
62.66069481821096,3,860,0,0
78.2294585687126,1,773,1,0
33.76306603145225,1,146,0,0
89.36325301461753,5,191,0,0
3.0975062101474546,4,893,1,0
3.806349928278938,4,677,1,0
172.93513695381358,1,583,0,0
44.65850242077447,0,951,0,0
13.588904129742799,4,201,1,0
73.86535882790156,2,867,0,0
146.96479404457352,4,12,0,0
24.311800342990335,1,52,0,0
97.52196186564929,1,953,0,0
8.921102898989728,4,768,0,0
5.306509591030941,2,302,0,0
75.7908940625521,1,872,0,0
77.79104426947421,1,300,1,0
101.4537448204616,3,999,0,0
129.49605629166842,4,920,1,0
372.3557008699993,2,521,0,0
72.62911192303562,2,140,1,0
39.00197141059788,4,100,0,0
158.56539797326863,3,485,1,0
31.585146543613728,1,137,1,0
57.798343127330135,1,871,1,0
8.17051685836699,3,366,1,0
2.5677609541474378,2,884,0,0
328.7379923268602,3,534,0,0
180.77676421150625,2,507,0,0
119.06427327993416,6,657,0,0
52.58596444651419,7,161,1,0
19.030653614210873,4,761,0,0
17.012074157285415,2,175,0,0
28.80059891265836,2,88,0,0
79.67906483133146,0,399,0,0
125.38492877767757,5,989,1,0
107.93903496967985,2,480,0,0
32.84122613889959,4,545,0,0
309.81034985563065,4,477,1,0
133.90174048752263,4,783,1,0
80.82304819313313,5,283,0,0
94.6030472037435,3,738,1,0
54.40378655320514,3,957,0,0
28.466129227406352,5,452,0,0
44.00141293231124,4,624,0,0
141.8181847756713,3,82,0,0
1.4498079720804276,4,213,1,0
12.338039223997605,3,816,1,0
4.709437695252053,3,520,1,0
4.1581451917292425,4,134,1,0
193.42030336156586,3,447,0,0
121.62406117006883,1,118,1,0
64.27845944128924,3,596,1,0
10.295691844781325,2,770,0,0
67.65179657972332,2,243,0,0
64.14503320943712,4,749,1,0
19.019471280022497,4,150,0,0
56.88991313023239,1,886,0,0
50.83366145832069,7,533,0,0
95.67224329131345,3,646,1,0
100.81145360409121,2,379,1,0
4.636232402053473,6,608,1,0
46.938400465506156,0,966,0,0
98.31249947827285,6,525,1,0
69.94394526077897,3,513,0,0
194.13494531754387,3,662,1,0
107.49747640549978,5,117,0,0
17.785286876730733,5,664,0,0
7.318243625624084,2,576,1,0
102.83941471088912,4,937,1,0
2.6869072667394427,3,990,1,0
88.13473778072907,6,662,1,0
281.7255455387152,1,317,0,0
85.67824455775444,3,876,1,0
49.13006922239072,5,12,0,0
103.08271578449819,3,90,0,0
61.29559740510913,2,388,1,0
78.88143605763202,0,83,0,0
283.81271462329994,1,976,1,0
48.792752735018716,4,762,1,0
324.9091861506754,6,896,1,0
235.75761837699193,2,396,0,0
21.789626094045,4,545,1,0
7.188415530315702,1,661,1,0
10.622533548163021,1,640,0,0
1.8389887847233704,9,100,1,0
9.920501165575415,2,457,1,0
114.88748725771671,2,999,0,0
7.384962694642702,3,874,1,0
38.41571882948685,4,328,0,0
186.3526040097277,2,724,0,0
2.354700318071151,1,74,0,0
168.45305061859585,2,96,0,0
33.10834668396295,1,92,0,0
12.575011982910764,0,330,0,0
119.31554084399134,3,840,0,0
99.13991764332202,2,948,0,0
209.94158140869467,6,175,0,0
132.82935787644004,2,737,1,0
162.69958059939782,2,315,1,0
33.13338623067386,2,687,1,0
19.533329604044695,6,568,0,0
138.87563960054248,1,497,0,0
164.42091832434195,4,269,0,0
465.70048901402305,4,428,1,0
53.2079354152605,2,35,1,0
46.52439119617327,3,119,1,0
149.7954503343587,0,371,0,0
41.67336709307531,3,925,0,0
267.0137924399326,4,568,1,0
195.48391571662492,2,901,1,0
56.035560944215966,4,451,0,0
138.97847164954612,0,309,1,0
140.4632986855017,2,357,1,0
10.883751880671802,4,376,0,0
232.8445680867632,4,828,1,0
70.37074897567544,2,105,0,0
175.133255752333,3,390,0,0
38.57354261645083,4,176,0,0
225.87905145459263,4,106,1,0
49.29884540601712,3,592,0,0
1.0896806615175478,3,163,0,0
235.79072969624536,3,914,0,0
9.572561054847526,2,267,1,0
38.46536333850389,3,563,1,0
299.69723831882857,4,889,1,0
300.79495401039895,5,279,0,0
85.19972910552637,5,303,1,0
99.92300803905246,1,587,1,0
59.50146636228576,5,955,1,0
34.7022778746197,4,953,1,0
39.84863345503897,2,861,0,0
111.63235799285063,2,127,0,0
139.58378736630772,1,246,0,0
156.81954162211485,3,824,0,0
155.88310318487416,5,234,0,0
9.563694654031945,1,667,0,0
68.20495965733559,2,585,1,0
5.928170644873779,3,931,1,0
79.74613156953929,3,439,1,0
58.255527498728355,3,137,1,0
218.66186642208012,3,786,0,0
43.21916194678851,5,556,0,0
12.450597755245086,4,759,1,0
15.430765454211937,3,149,1,0
143.34305470790937,5,56,0,0
96.2905679748035,4,688,1,0
10.660871224538544,1,356,1,0
8.785552166860509,3,257,1,0
120.72084716530998,3,923,0,0
7.554608952579714,1,813,0,0
172.51858538085813,5,63,0,0
122.4999753130005,3,826,1,0
8.484875058031207,2,936,0,0
8.86538677778067,3,63,1,0
431.54585620580923,3,806,1,0
46.883758255228955,3,29,0,0
46.305526047531245,1,552,0,0
167.55754032826772,5,659,0,0
294.21645379632434,1,600,0,0
426.8773939601984,4,568,0,0
139.98992301163418,2,300,0,0
47.202099961912566,3,705,0,0
8.719399369795726,4,612,1,0
150.12425404546258,3,215,0,0
81.7360407561493,8,141,1,0
55.20331253049737,2,926,0,0
236.82376754780904,2,507,1,0
11.788020797188024,1,561,1,0
67.85051093729543,1,499,0,0
1.1418589432541668,5,627,0,0
63.235436958292624,2,502,0,0
5.795043106592577,0,741,1,0
12.649099593117121,2,764,0,0
12.502623200745628,5,587,0,0
104.75683864069715,4,191,1,0
137.05977175964728,4,711,1,0
87.55537772028686,4,675,1,0
327.4720209102377,4,651,1,0
46.97965779202672,1,49,1,0
33.646915742055874,3,363,1,0
202.95025381702297,1,879,1,0
25.308206773185336,4,627,1,0
330.2870106251911,4,680,0,0
1.2228944358969307,3,496,0,0
350.25269228794815,3,277,1,0
4.4118998618501895,3,47,1,0
221.77212291600088,4,771,1,0
75.01432503493903,2,926,1,0
495.68286079260326,3,216,1,0
7.666137595445494,4,230,0,0
80.71096637333488,5,639,1,0
348.3575221256005,2,323,1,0
74.0443933181044,2,830,0,0
99.26282903811874,1,421,1,0
118.99012381167742,2,225,1,0
60.61277556769509,4,662,0,0
98.76741730080221,2,287,1,0
87.78258618057556,2,46,1,0
231.42327694826474,4,972,1,0
4.6511461743480975,3,813,0,0
32.98427258987584,4,14,1,0
300.39960058609313,1,633,1,0
220.9675828453486,3,908,0,0
60.817526195962,6,375,0,0
96.79330287389773,3,703,1,0
32.48734198951301,1,987,1,0
20.84041614360645,3,333,1,0
62.305859880409876,6,856,1,0
43.595353461673334,4,166,1,0
87.6243706006643,4,507,1,0
8.09222844331848,1,117,1,0
366.4960122522567,5,943,0,0
428.38655755525383,0,636,0,0
119.78638819127893,5,566,1,0
76.80784344120899,2,439,0,0
37.037930155436,0,304,1,0
168.09071674879968,3,457,1,0
115.43295836488157,6,968,1,0
17.747365410048836,3,869,1,0
241.83010919991276,2,271,0,0
172.89945113672712,2,711,1,0
299.1738525033436,2,216,1,0
129.36040041961343,3,113,1,0
95.04040195913728,7,16,1,0
54.170250659311336,0,216,0,0
269.9018361547118,3,427,1,0
201.039238004692,3,135,0,0
4.627293865312279,4,43,0,0
2.6720816866511363,3,764,1,0
47.234776158326284,3,284,1,0
166.36477229960863,3,834,1,0
436.4275468220168,3,98,0,0
16.30095099344797,7,60,0,0
90.17241302157358,2,230,1,0
47.947369975809615,2,896,1,0
350.3708554375963,3,643,0,0
184.59132074336347,3,385,1,0
182.21900464698572,4,159,0,0
63.24155711397735,2,824,0,0
53.5834936327349,3,471,0,0
31.93888921500612,3,596,0,0
5.802696384483622,3,208,1,0
200.04261400033104,2,174,1,0
167.61174392499228,3,800,0,0
817.2445597818082,1,81,1,0
569.4873400744333,5,18,0,0
81.0651592641394,4,708,1,0
146.52830902062607,3,291,0,0
289.6171682874436,4,360,1,0
189.47720147092457,3,868,1,0
28.415244458114653,3,279,0,0
59.88268273998645,4,975,1,0
13.829634431308865,3,397,0,0
308.0223786441709,4,974,1,0
93.18477025886182,2,766,0,0
25.96037254184837,5,142,1,0
111.38295391732503,4,677,1,0
96.26704347430717,2,517,0,0
44.342046229710604,3,251,0,0
12.053912139846927,4,662,1,0
111.34412835191021,4,540,1,0
73.46104241860377,4,237,0,0
147.9807080960515,5,132,0,0
73.4309860423515,2,306,0,0
191.1770111308484,3,358,0,0
80.27541190214875,3,285,1,0
82.31145809801471,3,293,1,0
209.27586432297716,2,163,1,0
51.6647313988117,3,916,1,0
14.388795539029894,2,419,1,0
2.920502143209468,6,739,1,0
140.70574526625856,4,468,0,0
96.83989670606796,2,642,1,0
121.76653477978765,1,884,0,0
23.948149349344348,4,570,0,0
14.661255122827866,4,507,0,0
1.4651476265668781,2,658,0,0
43.168726151506924,6,478,1,0
89.13973756649446,3,362,0,0
49.79818675611507,0,312,0,0
57.53195628284312,3,634,1,0
234.50615229814414,1,704,0,0
42.81026144251117,2,245,0,0
72.15250280723211,3,477,1,0
153.08717377197016,2,615,0,0
50.50801312991797,3,891,1,0
97.30904753530854,3,436,1,0
198.31406436843068,2,250,1,0
298.6190415374668,5,22,1,0
15.908187931483598,1,477,1,0
261.1662763042079,3,572,0,0
67.75027809955306,3,750,1,0
29.873545435139576,3,906,1,0
61.45869673706975,4,852,1,0
391.36530975805914,4,511,1,0
67.84912926673597,1,896,1,0
39.86160321004998,4,336,0,0
100.34862739576596,2,646,0,0
27.462846771560294,1,849,1,0
7.889530497623504,3,774,0,0
13.797521971241586,4,342,1,0
13.701842406700711,0,338,1,0
16.475990155667297,4,480,1,0
14.946006606751656,3,924,0,0
102.40840510758065,4,42,1,0
20.074635703448163,0,74,1,0
42.413931579480526,2,809,0,0
227.09741251283577,6,831,1,0
64.23811416465936,4,22,0,0
110.12890836523806,4,220,0,0
18.91285171132165,2,79,1,0
21.355098099509505,1,235,0,0
4.17272127175653,2,157,1,0
18.504734406558086,3,327,0,0
32.65481186311455,2,114,0,0
19.481181748310796,4,802,0,0
9.288590786036757,3,608,1,0
12.855621349335253,3,642,0,0
61.76293433653791,1,922,1,0
23.109220634509658,3,621,1,0
45.29811155109185,4,587,1,0
70.00051847143304,3,985,0,0
117.24574340125422,2,275,0,0
4.010573010001543,2,381,1,0
160.64942438261195,4,20,1,0
98.85936903672963,1,673,1,0
8.529543037633426,4,209,1,0
206.81346984880906,1,884,1,0
253.6693546378928,2,606,1,0
6.30228275601634,1,594,0,0
32.41768431286508,1,864,1,0
164.09351832266427,2,616,1,0
137.93572402143084,4,749,1,0
20.397963206180048,3,772,1,0
23.489903118153325,4,160,0,0
46.27851100243697,2,915,0,0
66.26625646686144,3,899,1,0
96.3001834058552,5,998,1,0
46.03125630003512,5,860,1,0
62.08911092209176,3,573,0,0
137.62289403898424,4,38,0,0
3.7372952321478463,4,118,0,0
29.093662188239723,3,390,1,0
124.94918749560257,2,824,0,0
225.57667543306135,3,680,1,0
71.67791122084009,3,377,1,0
75.95295023530689,5,849,1,0
11.336133854066338,3,874,1,0
59.314324608355086,2,376,1,0
76.060679905529,4,581,0,0
27.76928032606533,4,595,0,0
31.367461187854385,1,747,0,0
47.3664984802472,5,42,1,0
2.0275360750314513,2,611,0,0
38.872476125613574,1,470,1,0
23.755693562362985,2,984,1,0
39.67492302319827,5,458,1,0
12.756310328478126,4,130,0,0
221.20798999430247,5,28,0,0
90.03988138795597,4,745,0,0
113.66329578930316,1,741,0,0
155.67090323777913,2,629,1,0
69.00364218488852,1,913,1,0
9.093209451745585,4,326,1,0
77.02583632948226,2,509,1,0
88.39230578713736,2,619,1,0
136.82166488084093,3,891,0,0
56.50346493829821,4,325,0,0
13.648466672931223,2,807,1,0
33.37621802617039,3,903,1,0
45.111482547462344,4,160,1,0
103.82246116218616,2,516,1,0
84.57817212014196,3,661,1,0
44.020675965180615,2,746,0,0
430.6195772169812,5,254,1,0
93.08330084672093,7,928,0,0
27.079452875679994,4,248,0,0
10.734300462488685,2,850,1,0
16.58882925898259,0,353,1,0
28.230684939514095,3,398,0,0
17.516487495429402,3,582,0,0
20.64917454545804,2,203,0,0
33.56058482154465,1,302,1,0
19.0402433662887,7,148,0,0
227.07514493559154,4,221,1,0
8.363571259200016,7,698,0,0
74.34123501127027,4,867,1,0
52.830555648930236,2,848,1,0
403.86421660159203,2,560,0,0
11.88273456974049,4,263,1,0
50.72579937424304,2,296,1,0
348.9059664126715,5,315,0,0
200.62440619681547,4,292,1,0
169.86630340361793,0,684,0,0
29.827508353350463,0,876,0,0
18.739953278648752,4,31,0,0
110.45595986817835,2,682,1,0
265.0385094959955,2,44,1,0
81.36504219047423,5,939,0,0
84.77275614585865,3,555,1,0
32.847503081065085,4,943,0,0
146.74737584120885,0,134,0,0
20.707798214607084,2,349,0,0
39.108781311923266,3,219,1,0
55.414455006983054,3,450,1,0
70.84849626446984,2,504,1,0
27.76125835696058,3,86,0,0
12.198327214413544,2,251,0,0
94.31996574293565,2,265,1,0
34.05633684365418,4,523,1,0
87.04530682924437,4,80,0,0
16.76647527706798,1,621,0,0
65.61213780285276,4,461,0,0
76.05472481290778,1,630,0,0
5.321465145712133,5,252,1,0
41.03836013804232,1,18,1,0
14.43493268319316,4,256,0,0
6.5472258772524885,3,245,0,0
460.1201311395324,2,153,1,0
38.913002251942025,2,609,0,0
166.00706137698987,1,500,0,0
29.38888342934014,2,458,1,0
114.41413510203515,1,698,1,0
142.80662228282085,3,542,1,0
90.54465941691397,1,115,0,0
63.785664404527175,1,753,0,0
53.075781350537774,2,769,1,0
42.90433017039748,5,447,1,0
265.2556048220781,6,353,0,0
177.5607071141798,2,625,0,0
335.31763894156916,3,847,0,0
13.272854183610555,5,541,1,0
131.25513634605076,5,322,1,0
278.61272652612405,0,459,0,0
19.995580970079768,3,949,1,0
6.881031747249687,3,226,1,0
135.1393153188622,1,756,1,0
85.44271441986697,1,361,0,0
184.4077141321478,0,531,0,0
15.05582464141926,3,834,1,0
158.6050111031868,2,112,0,0
22.517977306702296,1,212,1,0
17.8715198965518,6,233,1,0
17.94446565599507,0,948,0,0
168.51032825640087,1,159,1,0
109.42136390159689,3,572,1,0
74.03759563460443,2,885,1,0
44.44614016780682,2,324,1,0
209.72026672943323,6,93,1,1
49.83127496974449,3,248,1,0
169.60826628480697,1,670,0,0
57.827488111388035,3,141,1,0
47.311956581773714,4,911,0,0
62.11610598996026,0,404,0,0
35.864527543064206,2,930,0,0
137.67773129369394,1,732,0,0
69.8602815695596,3,404,0,0
26.424253099706522,5,818,1,0
229.83398495505836,4,601,1,0
48.43317423587113,2,667,0,0
78.42823821777635,3,414,1,0
236.94956087096264,3,440,0,0
97.87993038573308,5,233,1,0
12.431461585777976,1,980,0,0
281.0616683932209,4,193,0,0
98.80769289348262,0,99,0,0
40.78263155513094,2,951,1,0
14.997682061642582,2,113,1,0
158.0001395680267,1,619,0,0
96.77755075628524,4,536,0,0
76.24138580490282,5,281,1,0
224.33033305364455,2,949,1,0
155.3990013696072,4,716,0,0
16.449132012634088,4,523,0,0
37.35625513958005,2,350,0,0
28.566961854883793,2,316,1,0
136.23680618684116,3,717,0,0
3.410753985783793,3,943,1,0
84.3713556386143,3,921,1,0
143.74137158597787,4,500,0,0
209.3667344385938,5,537,1,0
41.86745935450927,4,913,0,0
172.1807963541003,4,652,0,0
11.724388509877734,2,635,1,0
187.37439572116875,2,436,0,0
13.637963052807084,5,523,1,0
50.63146312098643,2,778,1,0
159.600536332649,1,593,0,0
16.242178992041616,2,444,1,0
26.039302244475092,4,822,1,0
128.10430976449055,2,621,0,0
127.30961719916947,4,208,1,0
102.48442087373908,1,831,0,0
118.4001709087617,3,756,0,0
78.24691011956382,5,276,1,0
29.00836992594099,4,497,1,0
42.41831937932634,1,773,0,0
20.040127451653184,2,297,1,0
239.08761393236517,2,374,0,0
87.56090546365985,7,575,1,0
51.224565947902235,2,184,0,0
61.99075063211633,3,32,0,0
294.2823736997211,3,283,1,0
16.646955012850068,6,836,1,0
88.24446091085541,2,873,1,0
70.49944407931773,2,432,0,0
94.53443180030727,2,519,0,0
1.8276180406497236,1,686,1,0
205.66935225406965,3,462,1,0
268.9988536691252,5,871,0,0
83.27154639433977,4,984,1,0
119.28707405259583,4,368,1,0
255.74693578456262,3,658,0,0
122.83974533925182,2,252,1,0
16.551050912412173,4,166,0,0
85.87021498525603,3,615,0,0
93.3220857034015,3,705,1,0
55.18745039228211,1,529,1,0
133.3490303883392,4,602,1,0
272.3676885762475,3,371,0,0
259.78762130541173,1,598,0,0
59.936429630361765,1,103,0,0
12.017870455178418,1,594,1,0
418.91739891207067,2,126,0,0
182.5718110818443,3,38,0,0
13.31459597170634,3,348,0,0
253.6307940963276,3,213,1,0
203.94239312268633,1,319,0,0
73.15513859686492,3,998,1,0
89.47137868290748,2,737,1,0
50.916484340901356,1,734,0,0
5.631814924329379,1,426,0,0
40.82648863007412,1,247,0,0
162.38079110661786,4,648,1,0
0.4642784066342885,3,286,1,0
40.57138965901687,2,231,1,0
50.77780948546782,2,320,1,0
77.08830241238817,3,512,0,0
252.39254761530415,2,521,0,0
42.51771108907901,4,225,1,0
42.610648595849526,2,506,1,0
133.75089516655657,3,825,1,0
60.18777734923394,5,107,1,0
25.43824737027254,5,699,1,0
60.22823505761551,2,733,1,0
15.181992193138704,1,607,1,0
19.405450320809674,1,707,1,0
68.98880428028177,4,754,0,0
54.2876216256007,1,742,0,0
246.32927352528128,4,331,1,0
45.00345830397283,1,5,0,0
86.8902383785272,5,863,0,0
100.0390772517848,1,468,0,0
1.3180944825659227,1,516,1,0
108.9268197035989,2,776,1,0
19.60586401992482,4,938,1,0
324.59982722724266,0,765,0,0
16.09469043101801,4,163,1,0
53.55011145366069,0,653,0,0
8.921343765050313,1,901,1,0
576.8081615150759,3,808,1,0
69.75468656582261,1,531,0,0
90.48193240889458,4,82,1,0
6.943205082825417,3,481,0,0
138.61362552159991,2,893,1,0
23.56028382502632,4,516,1,0
228.33148568116303,7,640,1,0
22.958882816083335,4,187,0,0
21.157042980881585,4,146,1,0
3.723434185767217,3,152,0,0
63.87857932954639,3,363,0,0
83.20441036761805,2,93,0,0
6.796694017915647,2,31,1,0
149.40025935983724,3,826,1,0
60.38346502936217,3,540,1,0
74.31576545925968,2,649,1,0
58.11814717875803,3,941,1,0
51.20982012749214,3,602,0,0
82.01634571378747,3,49,0,0
16.87030067609555,4,879,0,0
20.08050862086255,3,258,0,0
197.89493282961402,8,518,0,0
292.0911709264685,3,541,0,0
